GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,ZWE,Zimbabwe,,,,,,,,,,,,,,10346543,10346543.00000,,,,,Aggregation across diseases. WHO Global Health Observatory
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,ZWE,Zimbabwe,,,,,,,,,,,,,,9958235,9958235.00000,,,,,Aggregation across diseases. WHO Global Health Observatory
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,ZWE,Zimbabwe,,,,,,,,,,,,,,10660813,10660813.00000,,,,,Aggregation across diseases. WHO Global Health Observatory
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2018,2018,,AFR,Africa,,,2018,2018,,,ZWE,Zimbabwe,,,,,,,,,,,,,,10660813,10660813.00000,,,,,Aggregation across diseases. WHO Global Health Observatory
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,,,,,,,,,,10660813,10660813.00000,,,,,Aggregation across diseases. WHO Global Health Observatory
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2020,2020,,AFR,Africa,,,2020,2020,,,ZWE,Zimbabwe,,,,,,,,,,,,,,8029929,8029929.00000,,,,,Aggregation across diseases. WHO Global Health Observatory
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2005-2006,2005-2006,,AFR,Africa,,,2005,2006,,,ZWE,Zimbabwe,,,,,,,,,,,,,,68.5,68.50000,,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Central Statistical Office (CSO) [Zimbabwe], Macro International Inc. Zimbabwe Demographic and Health Survey 2005-06. Calverton, Maryland, USA: CSO [Zimbabwe], Macro International Inc.; 2007."
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2009,2009,,AFR,Africa,,,2009,2009,,,ZWE,Zimbabwe,,,,,,,,,,,,,,60.2,60.20000,,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Zimbabwe Multiple Indicator Monitoring Survey (MIMS) 2009. Harare: Zimbabwe National Statistics Agency (ZIMSTAT), United Nations Children's Fund (UNICEF); 2010."
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2010-2011,2010-2011,,AFR,Africa,,,2010,2011,,,ZWE,Zimbabwe,,,,,,,,,,,,,,66.2,66.20000,,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Zimbabwe National Statistics Agency (ZIMSTAT), ICF International. Zimbabwe Demographic and Health Survey 2010-11. Calverton, Maryland: ZIMSTAT, ICF International Inc.; 2012."
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,ZWE,Zimbabwe,,,,,,,,,,,,,,80,80.00000,,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Zimbabwe National Statistics Agency (ZIMSTAT), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), United Nations Development Programme (UNDP), USAID. Zimbabwe Multiple Indicator Cluster Survey 2014, Final Report. Harare, Zimbabwe: ZIMSTAT, UNICEF, UNFPA, UNDP, USAID; 2015."
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,ZWE,Zimbabwe,,,,,,,,,,,,,,78.1,78.10000,,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Zimbabwe National Statistics Agency, ICF International. Zimbabwe Demographic and Health Survey 2015: Final Report. Rockville, Maryland, USA: Zimbabwe National Statistics Agency (ZIMSTAT), ICF International; 2016."
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,,,,,,,,,,86,86.00000,,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Zimbabwe Multiple Indicator Cluster Survey 2019, Survey Findings Report. Harare: Zimbabwe National Statistics Agency (ZIMSTAT), UNICEF; 2019."
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,ZWE,Zimbabwe,,,,,,,,CITY,Cities,,,,,15.14 [7.16-28.80],15.13823,7.15930,28.80048,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,ZWE,Zimbabwe,,,,,,,,TOTL,Total,,,,,13.28 [7.11-23.48],13.27519,7.11408,23.47849,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,ZWE,Zimbabwe,,,,,,,,RUR,Rural,,,,,12.55 [6.67-22.34],12.54661,6.67128,22.34245,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,ZWE,Zimbabwe,,,,,,,,TOWN,Towns,,,,,13.32 [7.09-24.61],13.31831,7.08601,24.61255,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,ZWE,Zimbabwe,,,,,,,,URB,Urban,,,,,14.64 [7.21-27.41],14.63783,7.21057,27.41361,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2011,2011,,AFR,Africa,,,2011,2011,,,ZWE,Zimbabwe,,,,,,,,CITY,Cities,,,,,15.17 [7.16-28.92],15.16855,7.15592,28.91610,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2011,2011,,AFR,Africa,,,2011,2011,,,ZWE,Zimbabwe,,,,,,,,TOTL,Total,,,,,13.27 [7.11-23.42],13.26777,7.11475,23.41997,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2011,2011,,AFR,Africa,,,2011,2011,,,ZWE,Zimbabwe,,,,,,,,RUR,Rural,,,,,12.53 [6.65-22.18],12.52806,6.65408,22.17875,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2011,2011,,AFR,Africa,,,2011,2011,,,ZWE,Zimbabwe,,,,,,,,TOWN,Towns,,,,,13.30 [7.10-24.42],13.29851,7.09674,24.41910,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2011,2011,,AFR,Africa,,,2011,2011,,,ZWE,Zimbabwe,,,,,,,,URB,Urban,,,,,14.65 [7.22-27.47],14.65413,7.21562,27.47231,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,ZWE,Zimbabwe,,,,,,,,CITY,Cities,,,,,15.19 [7.14-29.01],15.18750,7.13709,29.00781,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,ZWE,Zimbabwe,,,,,,,,TOTL,Total,,,,,13.21 [7.09-23.25],13.20859,7.08574,23.24645,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,ZWE,Zimbabwe,,,,,,,,RUR,Rural,,,,,12.44 [6.65-21.61],12.44261,6.65030,21.61266,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,ZWE,Zimbabwe,,,,,,,,TOWN,Towns,,,,,13.22 [7.06-23.87],13.22408,7.06205,23.86858,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,ZWE,Zimbabwe,,,,,,,,URB,Urban,,,,,14.65 [7.17-27.47],14.64714,7.16681,27.46854,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2013,2013,,AFR,Africa,,,2013,2013,,,ZWE,Zimbabwe,,,,,,,,CITY,Cities,,,,,15.00 [7.18-28.26],15.00083,7.18270,28.26331,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2013,2013,,AFR,Africa,,,2013,2013,,,ZWE,Zimbabwe,,,,,,,,TOTL,Total,,,,,13.10 [7.05-22.78],13.09511,7.05046,22.78039,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2013,2013,,AFR,Africa,,,2013,2013,,,ZWE,Zimbabwe,,,,,,,,RUR,Rural,,,,,12.36 [6.66-21.30],12.36120,6.65773,21.30257,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2013,2013,,AFR,Africa,,,2013,2013,,,ZWE,Zimbabwe,,,,,,,,TOWN,Towns,,,,,13.10 [7.01-23.28],13.09580,7.01251,23.28483,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2013,2013,,AFR,Africa,,,2013,2013,,,ZWE,Zimbabwe,,,,,,,,URB,Urban,,,,,14.48 [7.19-26.81],14.47630,7.19333,26.81432,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,ZWE,Zimbabwe,,,,,,,,CITY,Cities,,,,,14.98 [7.20-28.13],14.97612,7.20202,28.13415,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,ZWE,Zimbabwe,,,,,,,,TOTL,Total,,,,,13.12 [7.07-22.85],13.12364,7.06663,22.84950,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,ZWE,Zimbabwe,,,,,,,,RUR,Rural,,,,,12.40 [6.69-21.47],12.40491,6.68832,21.47101,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,ZWE,Zimbabwe,,,,,,,,TOWN,Towns,,,,,13.17 [7.05-23.68],13.17163,7.04939,23.67573,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,ZWE,Zimbabwe,,,,,,,,URB,Urban,,,,,14.48 [7.21-26.78],14.47904,7.21490,26.77921,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,ZWE,Zimbabwe,,,,,,,,CITY,Cities,,,,,15.13 [7.18-28.70],15.12702,7.18013,28.69597,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,ZWE,Zimbabwe,,,,,,,,TOTL,Total,,,,,13.27 [7.12-23.39],13.26748,7.11728,23.39310,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,ZWE,Zimbabwe,,,,,,,,RUR,Rural,,,,,12.55 [6.71-22.11],12.54693,6.71018,22.11486,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,ZWE,Zimbabwe,,,,,,,,TOWN,Towns,,,,,13.32 [7.08-24.46],13.32036,7.08192,24.45505,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,ZWE,Zimbabwe,,,,,,,,URB,Urban,,,,,14.63 [7.20-27.33],14.62912,7.19705,27.33282,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,ZWE,Zimbabwe,,,,,,,,CITY,Cities,,,,,14.99 [7.19-28.19],14.98930,7.19331,28.18837,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,ZWE,Zimbabwe,,,,,,,,TOTL,Total,,,,,13.09 [7.05-22.78],13.09256,7.05221,22.77944,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,ZWE,Zimbabwe,,,,,,,,RUR,Rural,,,,,12.36 [6.69-21.28],12.36133,6.68774,21.28346,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,ZWE,Zimbabwe,,,,,,,,TOWN,Towns,,,,,13.13 [7.02-23.33],13.13219,7.02262,23.33439,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,ZWE,Zimbabwe,,,,,,,,URB,Urban,,,,,14.48 [7.18-26.78],14.47727,7.17572,26.78432,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,ZWE,Zimbabwe,,,,,,,,CITY,Cities,,,,,15.09 [7.19-28.55],15.08634,7.18800,28.54914,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,ZWE,Zimbabwe,,,,,,,,TOTL,Total,,,,,13.15 [7.08-22.90],13.15097,7.08284,22.90228,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,ZWE,Zimbabwe,,,,,,,,RUR,Rural,,,,,12.41 [6.70-21.39],12.41494,6.69939,21.39292,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,ZWE,Zimbabwe,,,,,,,,TOWN,Towns,,,,,13.13 [7.04-23.39],13.13356,7.03762,23.38609,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,ZWE,Zimbabwe,,,,,,,,URB,Urban,,,,,14.55 [7.20-27.05],14.54769,7.19762,27.04736,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2018,2018,,AFR,Africa,,,2018,2018,,,ZWE,Zimbabwe,,,,,,,,CITY,Cities,,,,,14.98 [7.22-28.13],14.98122,7.21946,28.12857,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2018,2018,,AFR,Africa,,,2018,2018,,,ZWE,Zimbabwe,,,,,,,,TOTL,Total,,,,,13.12 [7.07-22.79],13.11527,7.06552,22.78507,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2018,2018,,AFR,Africa,,,2018,2018,,,ZWE,Zimbabwe,,,,,,,,RUR,Rural,,,,,12.40 [6.73-21.37],12.39824,6.72568,21.36722,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2018,2018,,AFR,Africa,,,2018,2018,,,ZWE,Zimbabwe,,,,,,,,TOWN,Towns,,,,,13.16 [7.04-23.57],13.16041,7.03769,23.56650,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2018,2018,,AFR,Africa,,,2018,2018,,,ZWE,Zimbabwe,,,,,,,,URB,Urban,,,,,14.48 [7.21-26.76],14.47875,7.20660,26.76413,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,,,,CITY,Cities,,,,,15.01 [7.20-28.24],15.00578,7.19950,28.23999,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,,,,TOTL,Total,,,,,13.08 [7.05-22.70],13.07553,7.04886,22.69996,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,,,,RUR,Rural,,,,,12.34 [6.72-21.17],12.34300,6.71689,21.17321,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,,,,TOWN,Towns,,,,,13.07 [7.00-22.99],13.06970,7.00090,22.98555,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,,,,URB,Urban,,,,,14.47 [7.16-26.76],14.47127,7.16143,26.75790,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,4 [2-6],3.91647,2.46376,5.95036,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,ENVCAUSE113,Ischaemic heart disease,,26 [20-31],25.89386,19.73141,31.38793,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,ENVCAUSE039,Lower respiratory infections,,37 [31-44],37.40786,30.77423,44.26835,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,ENVCAUSE114,Stroke,,12 [8-18],12.44489,7.63748,17.75020,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,ENVCAUSE000,Total,,81 [69-93],80.64389,68.78936,93.34403,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,1 [1-1],0.98082,0.78106,1.16453,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,4 [2-5],3.58382,2.35320,5.34007,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,ENVCAUSE113,Ischaemic heart disease,,29 [22-35],29.21557,22.40914,35.33331,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,ENVCAUSE039,Lower respiratory infections,,32 [26-38],32.07762,26.46128,37.88358,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,ENVCAUSE114,Stroke,,15 [9-21],14.55630,9.02393,20.61925,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,ENVCAUSE000,Total,,80 [68-94],80.40084,68.29647,93.60908,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,1 [1-1],0.96753,0.78536,1.12911,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,4 [3-7],4.28145,2.59468,6.64262,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,ENVCAUSE113,Ischaemic heart disease,,22 [17-27],22.24928,16.67796,27.14485,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,ENVCAUSE039,Lower respiratory infections,,43 [35-51],43.25618,35.46659,51.41673,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,ENVCAUSE114,Stroke,,10 [6-15],10.12826,6.11581,14.67733,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,ENVCAUSE000,Total,,81 [69-93],80.91057,69.00296,93.47762,,,
