GHO (CODE),GHO (DISPLAY),GHO (URL),GBDCHILDCAUSES (CODE),GBDCHILDCAUSES (DISPLAY),GBDCHILDCAUSES (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,742940.3858,742940.38580,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,552534.8608,552534.86080,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,2470478.972,2470478.97200,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,2066682.756,2066682.75600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,1693034.291,1693034.29100,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,1355910.611,1355910.61100,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,3976011.119,3976011.11900,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,3520592.806,3520592.80600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,3073434.533,3073434.53300,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,2638133.267,2638133.26700,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,5591806.064,5591806.06400,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,5122036.026,5122036.02600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE15-19,15-19  years,,BTSX,Both sexes,,,,,,,,4655043.172,4655043.17200,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,4191727.784,4191727.78400,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,3733626.241,3733626.24100,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGELT1,<1 year,,MLE,Male,,,,,,,,45.14684154,45.14684,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,46.88959428,46.88959,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,45.03623558,45.03624,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,40.42015219,40.42015,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,4.999362304,4.99936,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,3.850548218,3.85055,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGELT1,<1 year,,MLE,Male,,,,,,,,45.09444042,45.09444,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,46.95639049,46.95639,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,8.028149513,8.02815,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,6.415114983,6.41511,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,5.020090561,5.02009,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,3.788423194,3.78842,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,14.61030223,14.61030,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,12.36834126,12.36834,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,10.28152479,10.28152,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,8.360413067,8.36041,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,21.32783321,21.32783,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,18.42642273,18.42642,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,15.77503168,15.77503,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,13.23096748,13.23097,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,29.76752959,29.76753,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,25.86391882,25.86392,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,22.32101935,22.32102,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,19.08894997,19.08895,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,33.60638496,33.60638,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,30.18421199,30.18421,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,28.21371337,28.21371,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,26.88331342,26.88331,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,25.27859098,25.27859,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,41.76800234,41.76800,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,36.99037742,36.99038,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,32.36758617,32.36759,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,28.40211561,28.40212,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,54.90889041,54.90889,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,52.89355119,52.89355,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,48.30342074,48.30342,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,43.58874267,43.58874,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,4.210558708,4.21056,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGELT1,<1 year,,FMLE,Female,,,,,,,,60.95526917,60.95527,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,62.23517792,62.23518,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,59.43881724,59.43882,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,10.63127643,10.63128,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,8.189063514,8.18906,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,6.139774305,6.13977,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,4.472559811,4.47256,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,16.98877164,16.98877,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,13.86290825,13.86291,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,10.95709801,10.95710,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,8.432923498,8.43292,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,18.46445058,18.46445,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,16.59025859,16.59026,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,14.41137187,14.41137,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,12.09714014,12.09714,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,22.35047269,22.35047,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,20.72607637,20.72608,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,19.2662786,19.26628,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,17.8136696,17.81367,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,16.0359481,16.03595,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,33.41879034,33.41879,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,29.63516254,29.63516,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,26.44325374,26.44325,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,23.74389008,23.74389,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE15-19,15-19  years,,BTSX,Both sexes,,,,,,,,47.83845142,47.83845,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,43.31967497,43.31967,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,38.95137835,38.95138,,,,,
